id,theme,category,start_m,investments_m,crowdfunding_m,team_idx,tech_idx,comp_idx,social_idx,demand_idx
338,Healthcare,Property,509101,7541013,4249634,7.7,9.2,8.4,5.7,9.0
339,Retail,AI,461023,0,1782977,4.9,1.3,5.7,0.9,1.0
340,Real Estate,AI,338872,5659953,4526325,5.4,9.9,4.7,4.8,8.3
341,Environment,GreenTech,807426,1534750,1365947,7.5,6.1,1.1,9.4,6.5
342,Finance,Media,289928,9452828,4594892,5.8,8.0,2.9,9.6,2.1
343,Retail,Logistics,670036,0,1295288,2.5,6.1,7.5,9.2,8.5
344,Entertainment,FinTech,462689,7419937,0,4.1,1.3,4.4,3.2,1.9
345,Healthcare,E-commerce,119201,0,2627931,9.0,3.3,5.2,2.0,8.0
346,Technology,Media,683923,6550891,1439148,1.8,7.8,7.7,5.9,8.0
347,Real Estate,Logistics,138579,4481025,1918010,7.0,3.1,2.0,9.5,3.7
348,Environment,GreenTech,538323,1630241,0,9.9,7.5,3.7,1.3,2.2
349,Technology,Media,270911,4292437,4750578,8.4,7.5,9.4,5.2,2.1
350,Real Estate,EdTech,578899,8471466,0,6.6,2.4,5.3,5.1,9.0
351,Entertainment,E-commerce,654230,0,1818257,8.7,2.4,2.9,3.7,6.6
352,Entertainment,GreenTech,878599,6817642,3761330,3.6,3.6,6.8,5.0,9.5
353,Technology,Logistics,456249,6383848,3917350,9.9,7.7,8.0,2.2,2.4
354,Retail,Media,618608,9402011,0,2.6,6.3,3.6,4.5,6.7
355,Environment,Property,232571,8514655,0,6.7,2.1,3.8,0.2,0.7
356,Healthcare,Media,724596,0,2463471,4.0,9.7,4.6,4.5,9.3
357,Environment,Media,508123,4900154,512377,9.4,9.9,6.9,4.5,2.5
358,Real Estate,Medical,945833,968694,3014658,4.4,2.9,5.1,1.3,5.1
359,Finance,E-commerce,354733,3389823,1600350,7.2,8.0,2.2,6.5,3.5
360,Retail,Property,148783,0,2322251,3.0,8.5,3.2,4.9,3.1
361,Real Estate,AI,258955,0,525682,5.9,5.7,3.0,5.4,2.9
362,Retail,FinTech,487639,6639739,2884135,7.1,8.4,1.8,4.3,8.2
363,Technology,EdTech,664660,3267528,3616460,4.9,2.1,1.6,7.0,4.9
364,Environment,Media,523006,8008252,4355361,3.7,1.9,8.1,7.8,7.7
365,Healthcare,FinTech,924110,8840895,2423135,8.3,7.5,8.8,2.0,4.1
366,Transportation,E-commerce,876241,8887595,3407637,6.2,2.0,3.9,9.9,4.5
367,Finance,Property,333086,3774675,2178828,7.1,1.4,1.6,9.6,9.0
368,Transportation,Logistics,189000,1515400,516586,4.5,1.1,4.7,8.2,5.5
369,Education,Logistics,650018,8691964,2884283,5.6,8.8,7.5,1.4,5.4
370,Education,EdTech,975344,2744526,2604635,2.8,7.8,8.2,6.7,9.3
371,Finance,EdTech,450952,5146460,819245,5.7,3.2,4.8,5.5,9.7
372,Healthcare,Property,141202,8636543,0,3.5,9.6,9.2,5.4,1.7
373,Healthcare,Media,903778,1308277,2876135,8.9,5.6,9.6,9.1,1.2
374,Environment,Property,214572,5372545,3742296,9.8,3.2,7.9,0.7,0.8
375,Environment,GreenTech,714311,9475744,4005712,3.6,3.6,2.5,7.0,9.9
376,Retail,EdTech,576659,0,2027453,7.7,1.1,7.5,6.9,1.2
377,Environment,Logistics,563705,9395244,591469,6.1,9.6,8.7,2.7,1.0
378,Entertainment,Medical,525864,8160835,3403009,3.9,7.8,6.3,1.1,9.4
379,Technology,Property,597835,0,0,8.2,6.1,4.5,6.5,3.1
380,Transportation,Property,849654,9858270,0,4.8,6.8,1.2,8.4,9.3
381,Transportation,Medical,506334,0,2738173,4.1,4.9,7.0,6.1,3.5
382,Education,Property,434967,0,0,3.0,1.2,4.6,1.6,4.0
383,Retail,Medical,537060,7457433,349585,6.8,4.4,8.6,5.9,1.5
384,Retail,FinTech,670872,1542040,0,1.5,3.5,2.9,6.4,5.6
385,Retail,Property,651949,3913753,1108904,8.7,9.2,1.0,8.5,8.9
386,Retail,EdTech,817291,5987181,3126541,1.3,7.9,2.9,4.0,5.3
387,Real Estate,Logistics,468746,1689969,4559930,9.0,6.2,2.1,7.3,4.5
388,Retail,Logistics,703726,7358018,3290849,8.6,5.3,6.6,5.7,3.7
389,Entertainment,GreenTech,240054,6285970,4306928,1.2,3.3,9.2,6.6,5.6
390,Education,E-commerce,244110,0,3066374,8.4,2.2,1.4,0.5,0.4
391,Transportation,EdTech,286807,4016415,4222926,10.0,3.3,6.8,3.1,4.2
392,Education,Logistics,183041,7597703,3568292,1.9,4.1,6.1,5.6,3.9
393,Real Estate,Medical,194394,1703309,4423613,4.3,8.6,6.2,3.5,5.1
394,Entertainment,Medical,101554,8913060,1307827,4.5,9.9,2.0,0.3,0.4
395,Entertainment,AI,304726,4002978,2901941,9.4,3.3,2.9,0.4,0.8
396,Healthcare,GreenTech,883019,3999882,0,5.8,5.8,3.6,9.8,5.3
397,Environment,GreenTech,968160,0,0,5.6,5.9,4.7,8.9,1.3
398,Entertainment,AI,585208,4380844,3163517,6.4,1.3,6.6,5.5,3.8
399,Retail,Media,770624,7074273,2948391,9.6,3.9,1.4,7.2,5.1
400,Transportation,GreenTech,879758,6260049,3853963,8.0,3.4,6.3,2.4,6.1
401,Education,Logistics,479375,7393288,0,6.2,6.7,7.5,0.4,0.3
402,Environment,Medical,765308,3452792,0,1.1,7.5,6.2,1.3,2.7
403,Real Estate,Logistics,196164,7922553,1217894,4.7,6.5,7.6,9.1,2.8
404,Transportation,AI,372639,3240593,1433013,7.7,9.6,3.0,4.4,5.6
405,Finance,Medical,933731,1574152,1544605,4.2,2.2,1.0,5.6,8.6
406,Finance,AI,559839,1136704,2377360,7.3,2.6,2.4,6.5,3.0
407,Retail,Media,570095,2711163,3838244,8.0,8.5,8.3,0.8,0.5
408,Retail,E-commerce,967552,6474284,2110310,9.0,7.1,3.3,7.1,5.8
409,Technology,GreenTech,799210,1144716,2901596,3.4,6.5,9.8,2.4,8.0
410,Transportation,E-commerce,589148,9999565,4228340,5.9,8.6,3.1,0.7,0.8
411,Education,Property,124438,1828778,295100,4.4,4.9,1.4,8.6,3.1
412,Environment,Property,542238,9751191,3180867,6.9,8.6,6.9,7.7,6.0
413,Entertainment,FinTech,924204,0,154054,8.3,8.4,9.7,6.9,9.7
414,Technology,Media,143597,0,865460,8.1,7.1,5.0,7.9,4.7
415,Retail,AI,990617,0,637938,7.4,4.6,2.0,8.2,1.6
416,Finance,FinTech,272157,0,1653850,1.1,1.7,4.2,7.1,3.6
417,Environment,AI,353953,7869259,2527381,2.1,4.8,2.9,9.8,4.1
418,Real Estate,Property,633433,0,412808,9.8,8.5,1.0,4.1,6.6
419,Technology,FinTech,306692,1139391,3520186,7.1,2.0,9.6,4.3,7.7
420,Retail,AI,251155,0,0,6.4,3.0,8.5,5.6,5.8
421,Education,AI,226005,2360190,1856130,9.3,6.4,6.4,3.0,9.2
422,Education,AI,505992,2568898,4404006,1.1,9.5,9.8,4.6,6.6
423,Transportation,Logistics,262852,5238740,3301156,9.7,3.9,6.1,4.2,2.1
424,Technology,Logistics,281431,5929376,2622723,9.0,3.6,1.3,3.7,3.9
425,Retail,E-commerce,243994,0,4565237,2.3,4.1,8.1,6.7,2.1
426,Technology,GreenTech,976598,0,0,7.6,9.7,2.7,7.0,7.1
427,Entertainment,Media,325980,1064385,2937941,1.3,5.1,9.8,2.9,4.3
428,Healthcare,GreenTech,714288,5668438,854799,9.2,7.7,3.1,4.2,5.7
429,Education,Logistics,967955,0,626480,9.2,5.2,2.0,4.4,6.9
430,Finance,Property,528138,4649602,221931,7.1,8.4,7.1,4.4,3.1
431,Entertainment,Property,586108,0,0,5.4,9.5,1.9,9.3,3.9
432,Technology,Media,281164,9632226,3322492,6.1,7.6,7.6,1.9,7.6
433,Finance,E-commerce,233866,2981632,4089884,1.0,6.6,4.1,2.9,4.4
434,Healthcare,Logistics,754434,2407075,2420072,7.9,7.2,2.5,8.9,8.6
435,Healthcare,AI,156269,6185567,2940997,7.8,3.3,8.1,3.8,7.0
436,Finance,FinTech,400419,5237266,3912778,1.2,1.1,1.3,8.4,7.1
437,Real Estate,Logistics,399567,8534260,368191,7.9,6.1,1.7,7.0,7.9
438,Environment,EdTech,811498,0,3430080,3.4,2.6,5.5,8.7,4.9
439,Transportation,AI,175834,6462370,0,6.5,9.2,1.3,5.7,3.3
440,Environment,EdTech,978093,2726822,3691639,3.1,4.8,8.2,4.4,4.7
441,Technology,FinTech,993696,9935726,4932575,1.0,1.5,5.8,6.0,9.8
442,Transportation,Logistics,950818,529279,0,1.4,2.0,9.7,0.9,0.4
443,Environment,EdTech,968671,663462,2745414,3.3,8.7,2.3,8.8,5.6
444,Retail,Property,236913,960832,122266,2.3,2.5,2.6,5.5,7.8
445,Entertainment,Medical,514412,2083580,4923447,5.3,8.1,8.1,7.1,9.0
446,Healthcare,AI,843547,8898797,1686053,1.8,2.1,2.0,5.7,2.5
447,Education,AI,863346,0,0,8.1,3.2,5.2,5.3,6.5
448,Technology,Property,695621,3657415,2237479,7.7,3.9,4.3,2.2,5.9
449,Healthcare,Medical,145344,0,4118228,1.3,5.3,6.8,9.3,7.5
450,Transportation,Logistics,394566,7209116,2063868,5.4,5.5,9.2,8.1,3.9
451,Real Estate,AI,254332,6147479,1447422,7.1,3.0,6.7,0.1,0.2
452,Entertainment,Media,338826,0,1423771,3.9,1.7,5.2,1.2,7.5
453,Technology,GreenTech,373855,5610498,0,6.8,3.6,1.8,9.2,6.3
454,Environment,EdTech,967145,500975,1044078,9.8,5.0,3.0,4.1,4.5
455,Education,Property,855290,6352548,176832,8.6,1.0,6.0,0.1,0.7
456,Entertainment,AI,943652,0,3137034,2.4,8.5,7.2,1.2,8.1
457,Retail,Logistics,785823,8493041,3761834,7.1,6.4,7.0,4.6,9.8
458,Retail,GreenTech,608044,2633539,3213288,7.2,2.2,6.0,2.5,6.3
459,Education,Medical,997226,7206355,0,3.1,3.5,3.6,2.7,8.9
460,Education,GreenTech,722976,9055261,3201269,7.9,4.5,8.6,6.3,7.3
461,Healthcare,Logistics,192883,7005859,2280219,6.4,2.1,9.5,7.3,4.9
462,Real Estate,Medical,912418,1596489,3447706,1.5,2.0,8.2,2.6,1.7
463,Technology,EdTech,111006,0,4531765,2.0,7.9,3.1,8.3,9.9
464,Real Estate,AI,606312,0,2450700,3.3,8.9,1.7,3.1,2.7
465,Finance,EdTech,629901,7531981,4142519,2.0,6.9,7.5,8.9,6.4
466,Environment,E-commerce,228896,7603879,2757373,8.2,7.0,4.2,3.6,5.2
467,Healthcare,AI,712440,7090790,4795702,3.3,3.8,3.7,4.6,6.9
468,Real Estate,FinTech,590238,0,0,4.2,5.1,1.8,2.4,3.9
469,Technology,EdTech,779595,4143379,2346357,5.0,9.3,3.3,9.3,4.2
470,Technology,Property,952059,0,1562283,4.3,6.5,8.0,9.3,6.6
471,Finance,E-commerce,300497,3115752,189410,4.9,3.1,6.5,1.7,1.1
472,Education,Media,105148,8418986,3900058,8.4,3.3,8.7,4.1,8.3
473,Education,Property,104112,6040824,3747382,1.7,4.8,5.0,6.3,9.1
474,Healthcare,Logistics,800244,1942591,2881322,7.6,8.9,1.6,5.9,2.0
475,Entertainment,E-commerce,325317,5842216,1620848,1.8,9.4,3.6,0.4,0.8
476,Retail,Logistics,207812,0,2381558,2.5,5.7,4.6,1.2,4.9
477,Education,GreenTech,533856,0,2820232,7.3,5.7,3.5,6.8,3.5
478,Education,Medical,116198,4796182,911784,3.8,8.8,4.1,3.9,8.8
479,Entertainment,Logistics,453770,9485473,1264262,4.7,9.1,9.3,2.2,1.7
480,Transportation,E-commerce,762487,6069397,4941114,1.2,2.6,5.5,2.6,1.4
481,Education,FinTech,977261,1803002,4122012,3.4,4.2,7.2,7.3,4.1
482,Entertainment,GreenTech,464221,5949814,3075624,3.3,6.4,6.4,5.7,9.6
483,Finance,Logistics,868001,6795580,4746405,4.1,7.4,1.4,8.1,2.0
484,Retail,Logistics,781969,0,0,6.3,2.7,7.0,0.9,0.1
485,Technology,FinTech,200642,4051055,4162652,7.4,4.1,5.4,10.0,3.7
486,Finance,Logistics,968553,2918969,4846729,9.1,3.0,7.8,2.0,6.8
487,Technology,Logistics,344612,6097590,1448276,8.3,1.1,6.0,9.6,5.1
488,Transportation,E-commerce,882268,3193011,0,6.4,8.8,2.8,4.9,5.0
489,Environment,AI,821528,8870956,794887,3.6,1.7,9.9,2.3,8.6
490,Retail,Medical,229546,4512187,4194629,8.4,1.6,3.0,10.0,1.7
491,Environment,AI,591928,4237611,0,7.4,9.4,2.9,8.1,9.4
492,Education,FinTech,587323,4130674,1402253,6.2,5.3,1.4,5.6,7.0
493,Technology,E-commerce,964231,4476426,616126,8.6,3.0,10.0,6.1,1.3
494,Retail,Media,618679,6402095,2320400,4.5,6.4,4.9,4.6,9.2
495,Technology,FinTech,333179,8917063,3482283,9.0,8.5,6.0,6.8,1.1
496,Transportation,EdTech,269720,9767286,2069527,1.8,4.6,5.6,2.6,7.2
497,Healthcare,FinTech,857190,7041343,1186670,9.6,3.5,6.3,4.1,4.4
498,Real Estate,Medical,376724,2141730,4003554,9.7,7.6,3.3,4.2,3.1
499,Environment,GreenTech,137573,9762438,2726938,5.9,2.7,2.4,7.0,7.7
500,Retail,EdTech,483129,8469938,0,7.9,7.0,9.2,4.0,4.1
501,Education,E-commerce,372990,1639997,3192911,8.8,4.7,1.8,8.8,7.3
502,Retail,Medical,494098,2484108,1735533,4.5,9.8,1.4,2.4,2.7
503,Healthcare,Medical,651391,6143318,0,3.2,5.5,7.7,3.4,4.7
504,Real Estate,Medical,667384,3798381,273933,1.5,10.0,6.8,8.8,5.7
505,Education,Property,916228,4621472,0,2.3,3.1,1.9,6.1,3.9
506,Real Estate,AI,770352,5768940,4501102,9.6,5.0,2.3,4.1,1.6
507,Healthcare,Medical,975386,2943060,2477665,2.5,1.3,7.5,8.8,8.3
508,Real Estate,E-commerce,102893,9705096,2622344,2.8,7.0,6.5,2.7,7.8
509,Technology,Media,515977,0,3517699,9.2,3.0,7.9,3.6,9.0
510,Transportation,Medical,623638,6817200,2038443,4.0,6.6,2.6,2.7,6.7
511,Environment,FinTech,388203,547626,3669358,9.1,5.6,9.1,1.7,6.1
512,Retail,AI,461068,8922107,3615788,2.5,4.2,6.4,7.8,5.8
513,Finance,Media,231988,1489027,1915030,4.1,4.6,8.8,6.9,1.6
514,Real Estate,Medical,804777,4829818,0,7.5,1.5,7.9,8.0,7.7
515,Transportation,EdTech,760241,3950511,3507083,8.4,7.0,7.5,8.0,9.9
516,Environment,Property,147702,7420076,1103293,7.6,9.6,3.5,1.3,4.5
517,Real Estate,Media,947531,4394477,4334125,1.1,4.6,7.4,0.6,0.9
518,Transportation,Property,180992,2544341,1072847,7.4,3.3,5.0,3.0,1.4
519,Real Estate,Media,223394,7489994,3771723,6.9,9.3,10.0,7.0,9.5
520,Finance,GreenTech,843813,4480115,600526,2.6,6.4,6.7,9.2,7.0
521,Finance,E-commerce,217720,2463910,1899261,9.7,8.3,3.5,5.6,2.7
522,Transportation,Medical,164660,6233047,4988556,4.3,4.9,1.1,9.9,4.1
523,Education,FinTech,660409,4099874,4717751,6.3,2.2,8.2,4.0,3.8
524,Education,EdTech,872321,2599058,3536089,3.0,4.6,1.6,9.8,3.2
525,Healthcare,FinTech,269939,5943071,530292,5.8,5.2,8.7,2.4,7.8
526,Education,E-commerce,483885,2492765,2518028,1.4,6.6,3.6,6.2,7.1
527,Transportation,Property,327790,0,529535,9.6,1.0,6.1,7.4,2.7
528,Real Estate,Property,648778,2321707,4162287,7.1,4.2,4.4,0.2,0.7
529,Technology,Logistics,461977,0,3219514,6.5,8.0,2.9,9.7,6.0
530,Entertainment,Media,634213,853114,3789259,8.4,6.2,8.8,1.2,5.1
531,Healthcare,Property,490093,2832176,2629955,7.2,6.7,2.5,2.9,4.0
532,Finance,Property,483993,9379070,2761329,9.4,8.2,9.6,7.4,2.1
533,Education,GreenTech,473834,0,3925583,9.8,6.3,5.1,5.8,4.5
534,Education,Media,991985,3609935,1068972,5.6,5.1,6.3,9.2,6.0
535,Technology,AI,835926,1244713,0,7.4,7.0,7.3,4.7,6.1
536,Finance,E-commerce,689668,5295918,2584967,5.3,8.0,6.4,0.2,1.0
537,Education,FinTech,509921,4212472,2701607,8.8,7.9,8.0,8.6,5.4
538,Environment,Medical,985122,3661094,1999128,7.1,5.6,5.9,2.5,7.9
539,Retail,AI,665234,1024745,4880632,8.1,6.9,4.4,9.9,7.0
540,Retail,Logistics,509641,2529370,3797758,4.6,6.7,5.4,7.2,7.6
541,Real Estate,Media,690981,4395679,1693429,7.4,5.9,5.8,3.1,1.7
542,Real Estate,Media,976828,3886873,0,2.8,4.9,4.9,9.9,5.2
543,Technology,Medical,636949,6930825,3858281,2.7,2.3,1.9,7.8,3.4
544,Retail,FinTech,813089,4673016,4704746,8.9,5.0,9.0,7.3,3.0
545,Education,Medical,192950,4348663,2716847,4.2,3.5,7.4,4.3,4.8
546,Real Estate,AI,891941,5783211,3240911,9.0,6.2,3.7,3.0,8.1
547,Entertainment,Medical,557082,559718,4519381,1.8,2.2,8.8,1.0,8.2
548,Technology,GreenTech,246918,0,2190883,9.1,6.6,1.9,2.0,7.2
549,Healthcare,AI,890672,0,1629931,4.3,9.0,6.1,8.5,3.9
550,Retail,FinTech,234724,1970396,0,7.3,5.5,3.6,9.4,3.5
551,Real Estate,FinTech,216805,9287490,1631836,4.6,1.3,4.5,2.1,8.9
552,Real Estate,FinTech,849692,1892639,1113602,4.6,9.5,7.5,2.8,5.5
553,Retail,Logistics,982687,8445324,4741289,5.9,5.8,8.5,7.0,9.0
554,Environment,Media,939428,2759811,4806876,5.5,4.6,6.4,6.2,7.3
555,Transportation,FinTech,860492,1687391,3988852,8.9,10.0,7.0,0.7,0.3
556,Technology,Medical,365824,0,4882253,3.5,5.8,3.5,4.4,1.5
557,Entertainment,Medical,902843,0,0,9.6,9.9,6.0,8.8,6.1
558,Real Estate,FinTech,353638,5686991,2026776,5.5,6.5,4.6,6.1,2.1
559,Environment,FinTech,149136,6941838,2099207,9.7,6.1,9.1,8.8,8.4
560,Technology,GreenTech,325563,7026107,2377378,9.5,4.4,8.9,5.6,9.7
561,Real Estate,Media,358715,5353294,4688608,9.6,8.1,6.3,8.3,7.3
562,Environment,Property,308287,0,2810715,4.6,7.4,7.2,3.4,6.0
563,Entertainment,FinTech,456973,8963224,0,8.8,2.1,6.3,3.5,2.9
564,Education,Logistics,810102,8876885,4766367,3.7,3.6,3.0,5.7,2.5
565,Transportation,Media,415839,0,4315224,2.2,4.1,7.4,8.3,3.8
566,Technology,EdTech,455916,4903085,4907365,7.5,1.3,3.1,7.8,9.4
567,Transportation,Property,834199,0,4592451,6.3,9.3,9.8,1.7,2.2
568,Environment,GreenTech,644085,9643346,4215622,4.7,2.5,9.4,3.4,3.2
569,Retail,GreenTech,275566,8324624,404967,5.1,7.7,5.8,5.6,3.6
570,Technology,EdTech,311822,0,4857469,3.6,8.4,4.8,1.5,5.7
571,Environment,GreenTech,372956,0,3974986,3.4,4.4,4.1,4.9,3.1
572,Healthcare,AI,425434,0,1321157,2.3,2.1,8.6,8.2,7.9
573,Finance,E-commerce,635216,0,2850471,1.2,8.6,1.7,3.7,4.7
574,Technology,EdTech,683508,4604296,4421902,5.0,8.8,3.0,2.7,1.5
575,Finance,GreenTech,330207,6506850,3538189,3.7,9.5,7.8,7.6,8.7
576,Retail,E-commerce,280748,3009231,4662066,9.6,5.7,2.8,9.8,2.1
577,Retail,FinTech,427487,1524655,1011720,4.8,9.1,7.0,7.4,1.9
578,Education,Logistics,418975,8742004,0,2.1,6.3,3.9,7.7,2.2
579,Healthcare,EdTech,109616,4194001,2047838,1.9,6.9,4.6,8.8,6.0
580,Transportation,Logistics,501532,0,1967795,8.7,1.8,8.0,6.2,7.1
581,Retail,EdTech,785528,3484144,2990942,9.2,8.9,4.1,7.3,8.2
582,Entertainment,GreenTech,931762,0,1830388,6.8,4.7,3.2,8.3,6.5
583,Retail,Medical,231576,1129293,3021089,7.9,3.3,3.2,6.3,3.4
584,Technology,E-commerce,255386,0,2355611,2.6,7.8,4.3,1.0,0.5
585,Healthcare,EdTech,210752,0,924663,5.7,4.7,8.0,9.3,8.0
586,Retail,EdTech,636203,2660919,2759014,7.4,8.4,3.7,4.5,5.2
587,Real Estate,Medical,593785,0,3080301,4.1,2.7,6.6,7.9,5.2
588,Healthcare,Logistics,661265,0,2611907,3.2,3.8,7.0,5.3,2.6
589,Finance,Property,313023,6738502,1134825,6.0,4.4,2.8,5.9,7.1
590,Retail,Logistics,981422,6662594,3728428,3.2,8.3,3.7,6.7,9.7
591,Environment,Medical,455658,0,4512729,2.5,6.9,1.5,7.2,7.1
592,Environment,Media,216995,1436430,3714586,9.5,1.7,2.5,1.2,5.1
593,Entertainment,GreenTech,600062,9556611,3244972,4.8,9.8,3.3,8.2,5.1
594,Technology,Media,353485,3268629,0,2.1,1.3,1.9,3.8,7.4
595,Entertainment,E-commerce,877964,8580462,1222402,9.5,6.2,1.5,2.6,3.6
596,Retail,Media,183512,2533890,0,9.8,4.5,6.1,5.4,7.8
597,Healthcare,EdTech,605570,8397298,0,4.3,3.7,8.9,5.8,7.1
598,Finance,Medical,415464,1855750,2181748,9.2,5.7,5.7,1.0,0.6
599,Education,Media,747433,7736284,0,7.4,5.1,4.1,5.5,2.8
600,Transportation,AI,981628,8742605,4060873,5.4,4.9,9.5,8.7,7.7
601,Education,FinTech,369600,9020718,0,2.0,1.4,3.4,8.9,3.4
602,Healthcare,FinTech,488871,0,3034951,5.1,3.8,3.8,1.2,4.6
603,Entertainment,FinTech,122754,4144067,4158298,7.9,8.5,8.2,8.6,7.6
604,Retail,EdTech,293700,7664354,2321121,9.0,3.7,1.2,9.9,6.3
605,Entertainment,AI,379212,8064635,1382960,3.5,7.9,4.2,3.2,3.4
606,Healthcare,Logistics,747399,7066907,0,1.3,2.3,6.0,1.1,8.5
607,Entertainment,GreenTech,934407,8496601,2777317,7.5,9.6,6.7,2.7,6.7
608,Environment,E-commerce,610169,5722884,1951610,1.2,2.5,7.4,8.1,6.7
609,Real Estate,EdTech,327277,3605144,2082840,1.5,7.4,4.5,2.5,7.0
610,Entertainment,GreenTech,984200,8593066,1435522,3.1,8.8,4.4,7.8,2.5
611,Education,FinTech,327068,5368543,2890384,7.0,9.7,9.5,2.6,4.9
612,Environment,Property,919029,992636,996690,3.8,5.9,6.1,5.1,9.5
613,Real Estate,Media,868902,972062,4949096,6.3,3.1,3.9,2.3,3.5
614,Transportation,Property,662812,2490691,1759498,3.5,7.9,3.2,6.1,9.7
615,Real Estate,Medical,568203,0,4855318,10.0,8.0,1.8,4.5,1.3
616,Education,E-commerce,569509,5969175,2709711,4.2,9.2,9.2,4.5,6.8
617,Real Estate,EdTech,190162,3859067,2743739,5.3,7.2,4.7,3.5,7.3
618,Entertainment,Medical,707690,4635454,1972777,8.5,6.6,7.0,5.9,2.0
619,Healthcare,GreenTech,392441,9865867,3626474,8.0,7.4,9.5,4.8,3.0
620,Environment,EdTech,471255,9924998,4573433,3.9,9.8,5.5,1.2,1.1
621,Real Estate,Logistics,435497,1929411,1146565,4.6,1.8,5.7,5.5,4.0
622,Environment,Property,778013,8358117,2534777,4.4,9.5,8.8,2.7,4.9
623,Retail,AI,677879,4142359,2415077,8.5,6.9,3.1,4.5,4.8
624,Technology,EdTech,258660,6902609,2132324,4.2,9.9,1.0,4.6,6.3
625,Education,Property,810099,5729581,692028,8.1,6.0,5.3,2.8,1.1
626,Real Estate,Media,569697,2334024,4584940,1.7,4.7,9.2,2.3,7.9
627,Real Estate,Property,940977,6146372,4183286,4.2,6.8,5.0,8.2,7.3
628,Transportation,GreenTech,654059,0,3378792,4.6,7.2,3.9,0.9,0.8
629,Transportation,FinTech,882343,9804467,2851604,6.1,2.1,2.4,6.3,5.6
630,Entertainment,E-commerce,111486,5200882,3735178,9.1,7.5,7.4,1.1,8.0
631,Environment,Property,641782,3713410,2904519,3.3,5.8,2.1,7.9,4.1
632,Healthcare,Media,353612,9273283,1907047,3.5,6.7,3.4,1.4,8.6
633,Technology,Media,143390,6873691,4693060,7.7,9.1,3.9,1.1,3.6
634,Retail,Media,107375,7804390,3237470,1.2,1.4,1.9,4.1,5.7
635,Real Estate,GreenTech,981409,2976324,3334880,7.9,2.8,9.5,2.5,2.5
636,Environment,E-commerce,614140,1062163,2816759,9.3,9.3,2.4,6.4,8.9
637,Environment,Property,471463,0,3416127,8.4,8.0,7.4,7.2,6.4
638,Environment,Property,938564,7905272,4935441,7.1,9.3,9.8,4.5,6.7
639,Entertainment,GreenTech,701357,0,4293404,1.4,3.8,5.9,1.7,9.8
640,Entertainment,E-commerce,567621,6395937,0,7.1,8.4,1.1,2.8,7.0
641,Healthcare,AI,913697,8324203,1934106,7.3,1.1,9.7,3.5,8.2
642,Technology,EdTech,684320,4638096,4573328,2.8,4.9,4.0,3.2,8.3
643,Entertainment,E-commerce,714687,2163430,3211106,6.3,2.5,2.5,2.4,3.2
644,Technology,GreenTech,211281,4922669,0,8.0,9.0,2.4,8.3,10.0
645,Transportation,Medical,808911,819673,0,5.8,8.5,2.4,1.0,0.7
646,Technology,EdTech,380863,7505761,3603837,3.7,4.9,2.8,4.9,9.8
647,Environment,Logistics,295520,7419275,0,5.2,3.9,6.4,1.1,9.9
648,Education,AI,109152,4653366,0,2.9,1.4,9.8,1.1,4.6
649,Healthcare,AI,334768,6561021,0,2.2,7.1,6.7,9.8,4.8
650,Education,E-commerce,914963,4390117,1962742,2.0,8.3,7.4,10.0,3.8
651,Transportation,EdTech,180800,8290263,4449964,4.8,7.9,1.2,3.6,4.6
652,Real Estate,Medical,642893,8779904,4358915,7.0,2.6,3.9,0.9,0.5
653,Healthcare,FinTech,352289,1734657,0,4.1,9.1,6.5,6.7,2.5
654,Retail,Medical,479448,2470179,0,5.3,7.7,6.5,6.0,3.7
655,Technology,E-commerce,805658,7883130,2628085,5.8,8.2,2.1,9.3,2.9
656,Real Estate,Logistics,576365,1046982,4956563,7.3,4.4,2.0,9.3,7.4
657,Education,EdTech,138272,6231758,861875,3.1,6.6,6.4,0.6,0.9
658,Healthcare,Media,449190,6192611,4082263,1.8,4.7,9.2,4.3,6.3
659,Real Estate,Logistics,183573,6452657,1704623,9.8,7.0,4.2,7.3,4.9
660,Environment,FinTech,541284,2802209,3397344,1.8,1.1,7.8,6.6,7.0
661,Finance,EdTech,572107,0,4140954,1.8,9.9,9.4,5.8,4.5
662,Retail,Media,204645,1225269,3020537,7.7,3.8,2.5,3.0,2.6
663,Retail,E-commerce,129292,0,1033517,2.7,1.4,9.0,4.1,6.9
664,Education,Property,972454,4149169,1444117,7.1,8.0,4.0,6.5,4.5
665,Entertainment,Media,679396,2599906,0,2.6,9.9,3.7,3.6,3.5
666,Retail,EdTech,435632,5134552,0,1.7,8.9,3.8,1.7,3.5
667,Environment,AI,834517,0,276187,9.4,2.7,1.3,3.2,7.3
668,Retail,EdTech,395293,0,3561336,7.9,5.1,1.7,6.2,5.4
669,Retail,EdTech,123490,4618825,1040436,9.6,8.6,1.1,6.8,2.2
670,Transportation,FinTech,381106,0,1450566,9.8,1.1,2.9,1.8,5.3
671,Technology,Media,310471,2906628,3186214,9.2,4.9,1.1,7.7,5.8
672,Healthcare,FinTech,753552,6356921,0,6.3,1.5,3.4,1.2,6.8
673,Technology,GreenTech,196156,8805545,3943993,2.7,8.1,2.7,4.2,6.6
674,Education,Logistics,768729,0,0,3.2,4.6,7.1,0.8,0.9
675,Education,FinTech,964708,7711375,3979831,1.8,7.7,2.4,9.0,7.5
