id,theme_id,category_id,start_m,investments_m,crowdfunding_m,experience_years,team_size,tech_investment,competitors,audience_reach,market_size,team_desc,tech_level,comp_level,social_impact_desc,demand_level
205,Biotech,Media,49250,48000,23221,8,32,422347,13,453535,42509045,средний опыт,высокий,высокая конкуренция,низкое влияние,высокий спрос
206,Biotech,Biotech,57250,189500,27577,18,6,446618,4,575532,43583075,эксперты,средний,высокая конкуренция,высокое влияние,высокий спрос
207,Fashion,AI,89000,36500,5492,19,16,42323,93,222442,75268779,новички,высокий,высокая конкуренция,среднее влияние,средний спрос
208,Biotech,Biotech,33750,17500,45720,16,11,939247,8,706852,26315521,новички,низкий,низкая конкуренция,высокое влияние,низкий спрос
209,Food,Cybersecurity,70500,3000,38042,20,5,313293,82,639336,69225963,средний опыт,низкий,средняя конкуренция,среднее влияние,средний спрос
210,Entertainment,AI,64000,4500,13003,19,41,359179,30,952403,15478888,новички,средний,средняя конкуренция,высокое влияние,низкий спрос
211,Entertainment,EdTech,96750,78000,48986,1,37,354735,39,116331,17401294,средний опыт,средний,низкая конкуренция,высокое влияние,низкий спрос
212,Energy,SpaceTech,18750,129500,44377,17,34,987620,36,878285,56270267,новички,низкий,средняя конкуренция,среднее влияние,высокий спрос
213,Biotech,Property,8250,148000,38548,15,50,198040,40,308049,63676491,эксперты,средний,низкая конкуренция,низкое влияние,высокий спрос
214,Technology,GreenTech,16750,174000,6052,4,8,782476,34,622612,78697946,новички,средний,низкая конкуренция,высокое влияние,высокий спрос
215,Biotech,TravelTech,41000,57500,42849,12,37,30829,64,653829,14894413,эксперты,низкий,высокая конкуренция,высокое влияние,высокий спрос
216,Healthcare,SpaceTech,29250,72000,5197,4,36,771512,67,778027,17178446,новички,высокий,низкая конкуренция,высокое влияние,низкий спрос
217,Education,Cybersecurity,58250,27000,11866,5,13,678098,90,303402,28239671,новички,низкий,средняя конкуренция,среднее влияние,высокий спрос
218,Travel,Media,6000,166500,44139,11,4,72522,81,691440,21308146,эксперты,высокий,средняя конкуренция,низкое влияние,высокий спрос
219,Finance,Cybersecurity,11500,64500,6405,2,50,592731,77,933796,90879019,эксперты,высокий,высокая конкуренция,высокое влияние,высокий спрос
220,Environment,TravelTech,30000,167500,21474,11,47,27710,18,671924,28914925,новички,средний,низкая конкуренция,низкое влияние,низкий спрос
221,Technology,FinTech,23500,170500,44204,7,46,74002,28,320634,35343538,новички,низкий,высокая конкуренция,высокое влияние,низкий спрос
222,Entertainment,Cybersecurity,95250,109500,30697,20,25,201259,81,492820,54672058,эксперты,низкий,низкая конкуренция,высокое влияние,средний спрос
223,Education,Media,47500,146000,11553,11,47,370000,22,437665,89074191,эксперты,низкий,низкая конкуренция,низкое влияние,высокий спрос
224,Transportation,Medical,15750,105000,9543,19,37,638980,63,507682,83827712,средний опыт,низкий,высокая конкуренция,высокое влияние,средний спрос
225,Environment,TravelTech,92750,199500,8619,8,5,690246,87,281504,25779774,новички,низкий,средняя конкуренция,низкое влияние,средний спрос
226,Education,Logistics,52500,87000,15351,5,9,171769,78,791078,33892368,новички,высокий,средняя конкуренция,высокое влияние,высокий спрос
227,Education,FashionTech,13000,148000,31828,18,21,543735,18,166140,60286029,эксперты,высокий,низкая конкуренция,низкое влияние,низкий спрос
228,Travel,GreenTech,11250,165000,33487,16,41,715114,21,922052,23650220,эксперты,низкий,средняя конкуренция,среднее влияние,низкий спрос
229,Travel,E-commerce,4500,100500,10386,13,48,961857,23,591099,92608236,новички,высокий,средняя конкуренция,среднее влияние,низкий спрос
