id,theme,category,start_m,investments_m,crowdfunding_m,team_idx,tech_idx,comp_idx,social_idx,demand_idx
332,Finance,TravelTech,217023,3487154,0,2.4,4.6,8.6,1.2,7.8
333,Food,TravelTech,839469,0,493715,4.3,5.9,2.4,5.0,9.4
334,Real Estate,FoodTech,397738,0,357140,4.7,3.5,3.8,7.3,1.4
335,Technology,FashionTech,462106,4724634,3320390,3.5,7.1,1.7,7.5,9.5
336,Healthcare,Cybersecurity,904172,2784155,4750807,4.5,5.5,8.6,2.2,5.2
337,Transportation,Media,569432,9157487,1828869,8.7,9.6,5.0,5.5,8.0
338,Environment,TravelTech,431684,0,0,9.6,1.2,7.6,2.1,3.7
339,Real Estate,Logistics,668255,1989583,2242818,2.5,3.5,6.2,9.1,2.6
340,Biotech,E-commerce,762548,634744,1682686,9.9,2.8,2.2,7.3,1.2
341,Space,EnergyTech,914020,5010190,1318783,2.5,7.0,2.3,5.4,1.5
342,Technology,SpaceTech,432400,5680842,3488038,2.8,6.5,1.6,5.2,6.7
343,Space,FoodTech,441959,9262704,1015561,1.9,6.9,4.7,5.4,8.0
344,Retail,EnergyTech,843589,6698948,3760672,4.6,9.6,4.5,6.8,8.2
345,Entertainment,Cybersecurity,969786,2687791,1052343,5.2,3.8,9.4,0.8,0.3
346,Environment,FinTech,709556,0,2130293,9.2,6.6,3.6,0.0,1.0
347,Biotech,TravelTech,919036,7046973,4446164,1.7,3.0,5.4,6.6,7.2
348,Real Estate,E-commerce,796853,6039632,0,2.3,8.6,6.3,9.6,9.2
349,Healthcare,FinTech,946206,6250982,3443217,6.4,3.4,5.5,1.7,1.4
350,Fashion,AI,616946,8643819,3293816,7.1,1.6,9.2,4.6,6.7
351,Healthcare,Cybersecurity,274735,7548193,0,2.4,9.9,8.5,9.0,1.7
352,Finance,FinTech,657750,4089092,1894440,1.2,5.1,4.8,7.4,8.8
353,Food,SpaceTech,228615,0,1629817,6.5,2.8,3.0,1.4,8.1
354,Technology,AI,123625,3649394,2210106,1.0,8.8,7.2,2.0,5.2
355,Fashion,Logistics,861628,8813659,1833146,3.8,6.6,4.8,8.4,3.4
356,Environment,Cybersecurity,710255,6844520,1045685,4.3,5.5,8.0,6.5,6.9
357,Biotech,AI,382738,9981389,902001,7.0,2.6,5.3,1.2,1.8
358,Transportation,TravelTech,319577,9101020,2244284,5.0,4.4,3.3,9.8,3.5
359,Travel,GreenTech,796165,6742620,3707796,8.7,5.2,4.2,3.6,8.7
360,Energy,TravelTech,500372,5735629,376789,2.4,6.5,6.4,1.0,5.5
361,Transportation,Biotech,434190,4991411,403784,10.0,4.1,7.9,4.7,7.3
362,Technology,SpaceTech,323035,2918979,485185,8.7,7.4,9.0,7.6,3.8
363,Entertainment,Biotech,771267,6233795,1891099,5.9,9.4,2.1,1.3,2.6
364,Technology,E-commerce,779331,3417579,4342005,5.7,1.3,8.4,3.4,1.2
365,Environment,EnergyTech,524108,9373533,1673287,9.5,9.9,8.2,6.1,1.2
366,Environment,EdTech,207439,7845092,1430472,6.8,9.5,9.0,3.3,6.3
367,Real Estate,AI,276150,8642825,1860939,2.8,4.8,3.1,5.4,4.8
368,Food,EdTech,708751,9760010,4876257,7.3,1.1,1.4,8.4,8.3
369,Travel,SpaceTech,317720,0,4330900,6.6,5.0,4.7,1.4,5.5
370,Fashion,FoodTech,356711,4020153,3435975,6.7,7.0,7.0,1.3,4.7
371,Entertainment,EdTech,533689,2642334,2256299,9.9,8.3,7.2,1.2,2.9
372,Finance,Logistics,190838,0,586597,3.5,2.0,7.5,6.2,7.4
373,Education,Biotech,211919,4800612,771230,8.0,1.2,4.0,2.1,5.2
374,Technology,AI,105623,0,2888309,9.1,6.9,1.8,9.5,6.7
375,Security,TravelTech,673092,0,1706804,7.6,5.1,1.9,6.3,6.3
376,Food,Property,800828,3892229,4625043,7.1,1.3,8.8,8.2,8.7
377,Education,SpaceTech,953096,9161444,3323094,3.4,8.4,8.9,3.4,1.2
378,Education,EdTech,165299,1881402,0,4.4,1.5,8.8,4.7,4.4
379,Finance,Media,505570,0,4060042,4.1,1.7,2.8,3.4,5.7
380,Technology,Logistics,829404,8106614,723800,7.1,2.5,2.4,1.4,6.8
381,Fashion,AI,750209,5212965,1009338,3.4,8.6,7.3,2.5,10.0
382,Retail,Logistics,235269,0,2875105,8.8,5.8,4.6,9.1,5.9
383,Biotech,FinTech,704241,0,2348608,5.1,3.5,2.2,2.1,2.7
384,Energy,FinTech,761199,3566067,0,4.2,4.4,5.4,5.9,2.0
385,Retail,Biotech,972724,7802483,3886215,8.6,1.6,2.1,9.6,3.9
386,Travel,FoodTech,716525,1567752,1984626,8.7,8.2,4.7,0.4,0.7
387,Retail,Logistics,767298,0,4757067,7.9,8.1,8.7,8.7,2.9
388,Retail,E-commerce,226577,2815136,4217337,8.4,2.9,7.3,3.0,8.7
389,Real Estate,FoodTech,395228,2403825,4611343,2.5,7.3,7.7,2.9,4.2
390,Retail,AI,974535,3400201,368708,9.0,1.2,9.6,1.4,5.8
391,Transportation,Media,751785,7270828,641365,3.1,7.5,6.7,1.3,3.0
392,Technology,Medical,857946,7557628,0,7.7,6.2,2.2,2.1,9.4
393,Entertainment,Medical,683686,0,2468921,9.3,2.1,4.1,8.5,2.5
394,Finance,Logistics,196561,2477749,1457765,5.9,8.5,8.9,5.5,6.4
395,Transportation,GreenTech,723712,2708956,0,2.2,9.6,1.8,2.9,8.2
396,Healthcare,EdTech,292951,9701302,0,1.7,6.6,9.8,5.5,8.5
397,Security,E-commerce,939599,8075252,0,2.0,7.6,1.8,9.5,8.3
398,Space,Media,128605,3225992,728777,7.7,3.9,1.8,7.5,3.2
399,Biotech,FinTech,935638,7578574,2182532,7.0,9.6,2.4,9.7,7.5
400,Technology,FoodTech,690709,4487407,1272672,5.5,3.7,2.9,8.8,4.2
401,Finance,FashionTech,505293,0,4825108,6.5,7.8,6.4,2.6,1.6
402,Technology,E-commerce,432588,9515185,2982267,2.4,1.1,4.9,2.9,9.3
403,Transportation,TravelTech,727131,8120766,1098897,5.7,1.8,3.6,8.8,6.7
404,Space,TravelTech,339007,0,1061886,7.7,1.6,3.3,7.0,6.7
405,Fashion,SpaceTech,406276,2969386,1669662,7.6,8.3,4.5,0.8,0.0
406,Entertainment,FinTech,102011,2556787,2077472,3.7,5.0,9.9,0.1,0.9
407,Technology,Cybersecurity,722030,3133226,2234570,9.1,4.6,6.4,1.8,3.7
408,Entertainment,FoodTech,668719,6588796,3946408,7.8,3.1,2.6,9.9,9.7
409,Retail,Cybersecurity,401472,9203093,0,5.4,3.1,7.7,9.9,2.7
410,Healthcare,Cybersecurity,462778,8818202,3612292,2.7,3.1,2.3,9.6,3.1
411,Fashion,EdTech,516031,4638384,4804512,1.1,8.5,4.4,2.1,8.0
412,Technology,Logistics,225420,8222782,0,7.8,4.8,4.9,9.5,7.3
413,Biotech,Cybersecurity,934310,8494324,0,2.7,1.7,7.6,3.8,5.3
414,Energy,E-commerce,808695,5476793,590097,2.4,7.5,2.3,5.5,7.6
415,Healthcare,GreenTech,723996,5461583,0,2.2,1.9,5.5,8.8,9.9
416,Space,Media,239607,656869,0,3.4,1.2,9.9,4.5,6.1
417,Environment,Medical,852723,7280193,968418,1.0,5.4,8.6,6.2,4.0
418,Finance,EdTech,207603,7665908,699054,1.8,6.0,5.1,8.2,1.2
419,Finance,FashionTech,366492,9348394,736065,2.1,5.3,3.9,7.2,8.6
420,Space,AI,485740,3358936,2940688,8.9,7.7,6.7,2.7,4.5
421,Real Estate,SpaceTech,537083,764165,961421,3.5,7.8,7.9,2.4,3.4
422,Education,Logistics,186361,1415706,0,8.2,1.3,1.2,8.1,4.2
423,Energy,Media,597903,0,4577038,3.4,1.5,5.2,7.2,8.1
424,Healthcare,Property,116671,0,1976057,4.5,6.0,5.8,4.7,3.6
425,Fashion,GreenTech,430746,4778757,2898132,8.4,5.0,4.9,4.5,3.8
426,Transportation,Logistics,337621,769025,3794611,4.7,3.6,8.9,4.1,4.9
427,Food,E-commerce,372479,8702224,1662585,5.5,1.2,1.7,4.6,9.6
428,Healthcare,FinTech,635886,0,4271645,3.2,2.2,9.1,3.5,3.1
429,Food,Biotech,385374,2657899,2162262,6.2,5.9,5.0,1.6,2.3
430,Space,Biotech,880932,4339513,4501869,8.3,3.2,9.8,7.6,5.8
431,Energy,FashionTech,510250,0,4602486,6.2,6.0,1.1,9.2,8.7
432,Real Estate,TravelTech,761834,3624998,4850689,7.8,5.2,5.6,4.3,3.7
433,Travel,Biotech,208027,6419394,1290931,1.4,8.8,2.0,5.3,1.4
434,Biotech,Cybersecurity,603533,2077706,2688979,4.9,1.4,3.9,5.1,7.9
435,Environment,Media,184058,2359095,1804056,9.6,4.6,3.2,6.8,3.4
436,Space,Biotech,917032,7090095,0,5.6,3.9,8.9,5.5,3.7
437,Finance,FoodTech,960964,7170827,0,4.9,1.7,9.3,7.3,3.2
438,Entertainment,Medical,297249,7080638,0,1.0,6.1,5.9,1.9,2.9
439,Environment,FoodTech,407551,3361179,1029249,1.2,3.0,2.4,9.9,5.2
440,Food,E-commerce,472806,0,4508874,4.7,4.7,1.7,2.9,2.9
441,Education,EdTech,264425,5002598,1400391,6.1,8.3,2.9,9.0,5.8
442,Biotech,Property,658042,7567654,2486144,6.7,2.2,1.6,1.4,8.5
443,Finance,FinTech,146400,0,230533,8.2,8.8,9.5,2.8,4.5
444,Real Estate,E-commerce,202605,0,373707,4.2,9.7,6.2,3.9,6.3
445,Biotech,FoodTech,833569,3586333,809496,8.6,4.7,4.2,4.8,7.7
446,Energy,Property,684265,3830545,2215103,5.5,5.4,2.9,7.9,1.9
447,Space,Cybersecurity,495199,5295049,4916233,4.3,3.3,7.8,9.0,4.0
448,Space,Cybersecurity,564530,4559459,1712421,8.7,8.5,1.6,1.7,9.5
449,Space,EdTech,280413,5508089,3481266,5.2,5.9,3.1,2.9,3.5
450,Education,E-commerce,263504,0,1213605,5.2,8.6,9.6,5.1,1.5
451,Travel,EnergyTech,884783,2478517,650943,4.5,6.6,3.4,9.7,8.9
452,Fashion,AI,650337,2349176,3911229,2.7,6.9,4.3,5.5,5.3
453,Healthcare,Property,582845,4857035,2961070,8.9,8.3,7.0,2.3,4.9
454,Fashion,Media,410162,545375,4693776,4.9,3.7,9.1,6.2,1.7
455,Environment,FinTech,385308,742707,4682997,1.2,1.9,2.6,9.9,10.0
456,Space,TravelTech,348147,6807146,346207,3.6,7.0,8.8,1.4,4.6
457,Space,Media,104045,2610016,0,3.4,7.6,5.2,1.3,6.6
458,Transportation,AI,474213,7287097,4114672,5.8,3.2,1.7,8.9,1.8
459,Transportation,Cybersecurity,543482,8193582,3387822,4.0,8.4,3.8,4.4,2.0
460,Security,SpaceTech,901497,974091,800387,5.6,9.3,1.2,8.9,1.1
461,Fashion,Biotech,518667,0,1677538,8.2,1.3,8.3,4.1,8.8
462,Finance,E-commerce,185122,4392927,0,2.7,10.0,4.6,6.0,6.6
463,Retail,GreenTech,674736,0,3728046,3.0,2.3,5.9,9.4,6.1
464,Environment,FoodTech,157497,0,1544325,8.3,9.8,1.5,4.7,4.1
465,Space,E-commerce,600628,0,445896,4.9,2.9,9.4,7.7,9.9
466,Education,EnergyTech,893647,3907375,4408676,1.4,3.3,4.6,7.0,3.1
467,Security,AI,929959,8151415,0,8.6,5.5,8.9,8.0,6.3
468,Energy,Cybersecurity,604944,0,2082734,9.6,8.3,1.8,9.9,2.7
469,Entertainment,TravelTech,915007,2345534,1719767,3.7,5.3,5.7,6.0,1.6
470,Energy,EnergyTech,759195,8602781,1733667,4.5,4.6,8.3,8.4,9.0
471,Transportation,Cybersecurity,282753,0,986565,6.2,1.5,1.1,2.0,5.2
472,Fashion,FinTech,814356,6886649,2322885,7.3,8.8,9.1,7.4,2.2
473,Fashion,Cybersecurity,760539,2814883,4867246,6.0,2.4,9.2,7.4,8.9
474,Environment,GreenTech,613905,0,1700271,5.2,4.5,9.0,4.4,7.2
475,Education,GreenTech,652649,0,187767,7.4,1.3,3.6,8.5,5.5
476,Security,Cybersecurity,664379,2290581,1470308,5.2,3.6,6.5,5.0,4.5
477,Biotech,EdTech,125452,6720844,4922906,6.1,2.0,9.2,9.3,3.3
478,Healthcare,Property,360848,4910919,4241247,1.3,7.8,9.4,0.1,0.9
479,Education,E-commerce,370599,0,4844407,1.5,3.8,5.5,1.5,8.7
480,Food,Biotech,544270,5001396,2476048,1.1,7.4,3.5,4.7,3.4
481,Food,EdTech,382641,3954981,3906338,3.2,4.7,8.1,9.7,3.8
482,Real Estate,EdTech,966436,4337319,1971083,7.3,3.8,4.1,0.1,0.6
483,Healthcare,TravelTech,571333,8586231,1531051,7.5,8.5,9.8,8.5,6.1
484,Entertainment,Media,840838,8052412,4050216,5.8,6.6,9.6,0.4,0.0
485,Technology,Medical,840069,3053543,4914413,8.7,2.4,4.8,9.3,8.3
486,Real Estate,FinTech,481214,2944019,0,3.3,3.3,9.8,3.0,6.5
487,Finance,Media,947395,0,2865180,7.4,8.7,6.1,1.6,8.1
488,Security,E-commerce,139531,3608867,4435979,8.9,5.1,9.0,8.7,9.3
489,Transportation,EnergyTech,229979,5792793,0,4.9,9.4,6.7,5.2,7.7
490,Retail,FashionTech,998256,0,2404971,9.6,2.3,3.9,1.0,0.1
491,Food,Logistics,625290,4716832,4349968,1.8,2.1,9.7,9.4,9.7
492,Real Estate,Biotech,167891,9186761,0,1.5,4.2,3.5,9.4,6.4
493,Retail,FinTech,812115,8675893,0,3.1,5.6,9.3,2.3,3.6
494,Healthcare,Media,324065,6482641,1757609,3.3,4.7,2.2,4.0,2.9
495,Energy,GreenTech,520383,5919407,810860,6.8,6.5,4.6,8.1,2.4
496,Biotech,SpaceTech,210058,790314,3216999,2.6,1.9,6.4,0.9,0.7
497,Education,Media,886226,0,3658339,4.2,8.5,9.4,1.4,3.4
498,Education,Cybersecurity,140732,2200186,3235904,1.2,1.5,6.4,9.1,2.5
499,Energy,TravelTech,970932,8808026,2782078,4.2,3.5,2.2,5.9,6.3
500,Retail,Medical,393307,0,4425210,8.8,8.2,5.0,2.6,1.5
501,Food,E-commerce,901473,0,644637,3.4,3.5,1.7,9.9,9.8
502,Food,SpaceTech,219099,5710322,4989134,4.4,3.0,8.2,8.1,3.6
503,Retail,AI,933542,9740129,4720355,4.7,3.9,7.4,7.6,1.1
504,Education,GreenTech,927892,3258276,2612865,4.5,6.4,6.3,0.5,0.9
505,Entertainment,TravelTech,101890,9606711,4443705,6.2,8.9,2.2,5.3,9.2
506,Biotech,SpaceTech,190561,8939481,1284169,7.2,4.4,1.7,2.5,9.4
507,Technology,SpaceTech,709586,0,1836270,6.5,1.1,4.5,0.5,0.4
508,Security,Cybersecurity,205080,0,1897109,2.5,7.5,9.2,9.6,4.1
509,Entertainment,FoodTech,974542,0,3794468,5.6,6.3,2.6,7.0,4.6
510,Healthcare,Biotech,688446,0,0,9.1,5.7,8.3,9.5,5.8
511,Biotech,GreenTech,195000,1892627,3653702,1.6,9.2,5.2,1.8,7.3
512,Real Estate,FashionTech,448660,7774925,4177591,3.8,9.7,2.2,10.0,9.1
513,Finance,Biotech,184737,7668471,4318745,1.1,6.7,8.6,8.7,6.4
514,Environment,FinTech,763725,8199324,384255,5.2,9.9,7.4,0.9,0.7
515,Education,EdTech,613661,2195801,3865545,6.0,8.6,6.8,5.0,8.1
516,Retail,Property,211260,1057715,4741490,7.7,6.8,7.8,0.6,0.1
517,Food,EdTech,605856,1153591,0,9.5,1.1,1.4,0.4,0.9
518,Healthcare,SpaceTech,112580,0,0,1.2,4.5,4.3,5.3,6.4
519,Energy,Biotech,931171,821155,3280789,1.4,3.7,6.8,8.8,1.4
520,Food,Medical,273662,7677937,1474273,6.0,5.4,9.0,8.4,2.1
521,Food,E-commerce,302569,994772,0,9.4,3.6,1.9,2.4,1.6
522,Travel,FoodTech,555795,6366272,3469792,4.4,1.8,7.0,2.1,1.1
523,Security,Logistics,789648,788506,3258360,8.8,2.7,2.8,1.0,5.0
524,Space,Cybersecurity,661971,6473739,0,1.5,1.3,6.6,2.1,2.8
525,Security,Media,866129,8155844,2801027,8.0,1.8,9.8,3.4,2.5
526,Transportation,TravelTech,242755,733307,3281049,4.4,2.6,6.8,2.5,2.3
527,Entertainment,Logistics,138273,8809948,2178608,4.9,1.1,9.3,3.7,8.6
528,Healthcare,EdTech,326406,1106246,965671,7.7,3.0,7.5,3.8,7.2
529,Retail,Medical,827757,6221422,2403268,2.9,3.3,7.5,3.1,5.9
530,Entertainment,FashionTech,153199,0,1057024,3.4,5.6,5.9,6.9,6.1
531,Biotech,Logistics,682216,5464221,1983194,9.6,1.6,4.8,7.0,1.7
532,Technology,FoodTech,445965,0,196295,4.9,3.9,5.3,7.1,2.5
533,Entertainment,FashionTech,401178,5614983,589318,8.4,5.3,8.1,3.5,2.7
534,Food,EnergyTech,652724,5511027,2581213,6.8,8.8,3.5,2.8,4.7
535,Entertainment,EnergyTech,684796,2795259,3701334,4.0,3.9,6.5,0.3,0.1
536,Fashion,Media,231767,2213233,1455549,5.8,3.8,6.1,3.9,6.4
537,Fashion,Property,907972,4328208,1177125,6.0,6.9,8.5,1.4,1.4
538,Security,Logistics,457579,968989,1466123,1.7,1.7,7.0,0.4,0.2
539,Security,SpaceTech,443951,8507705,637540,1.4,5.7,2.1,6.8,7.7
540,Security,FinTech,742327,7058470,3467272,6.1,6.2,8.3,9.4,1.5
541,Security,Cybersecurity,979123,2552194,207326,5.2,5.5,6.9,8.2,3.8
542,Environment,AI,835226,963867,1705329,4.7,3.1,9.4,7.9,7.2
543,Fashion,TravelTech,152014,2027458,1385727,6.2,8.3,3.3,6.3,1.4
544,Biotech,Media,195481,796671,3414604,1.7,9.6,7.9,7.8,4.3
545,Energy,Biotech,277421,8520514,3928291,9.5,7.6,2.7,3.0,6.4
546,Education,EdTech,485878,1971193,1384363,9.4,9.6,7.5,4.2,6.6
547,Fashion,FashionTech,918647,5556666,4273429,6.0,6.9,7.4,9.8,1.4
548,Healthcare,Cybersecurity,886082,6208292,0,4.1,5.4,8.7,0.3,0.6
549,Security,FinTech,632235,8513757,1810329,6.6,8.3,9.5,4.9,1.8
550,Food,Property,583848,6927486,864029,8.0,1.5,8.5,5.6,2.9
551,Fashion,GreenTech,816423,3958139,2728991,1.2,9.0,4.6,1.1,9.5
552,Food,EdTech,925959,7974258,1126468,3.1,6.1,4.0,2.3,3.5
553,Education,E-commerce,666932,0,4969572,5.9,4.4,4.6,5.0,2.2
554,Security,FashionTech,885618,3807946,997712,7.0,6.4,6.0,0.7,0.4
555,Food,Property,407613,0,1472086,3.2,6.5,2.8,6.3,1.2
556,Retail,Medical,148859,1990596,2384210,7.2,2.8,7.7,0.3,0.3
557,Travel,FashionTech,557336,3678359,2973579,2.8,4.5,9.4,6.0,9.9
558,Real Estate,GreenTech,736156,9549112,3360079,6.2,3.5,6.3,1.0,0.9
559,Entertainment,Cybersecurity,222402,4214962,4960415,8.6,5.4,7.2,6.4,9.0
560,Food,Medical,223210,0,3593756,6.8,5.7,6.0,0.0,0.5
561,Entertainment,FinTech,847975,1343858,4369690,9.0,3.1,8.0,8.9,3.3
562,Retail,FoodTech,888761,917468,0,7.2,9.8,4.3,6.3,4.3
563,Energy,FashionTech,178472,8949887,1383843,7.6,9.2,6.6,1.0,0.8
564,Energy,FashionTech,343373,1811385,3157340,9.0,4.9,1.4,5.0,3.1
565,Biotech,GreenTech,550906,8214541,1369398,9.9,6.0,2.2,1.3,6.7
566,Travel,AI,409494,7835672,2175119,3.1,7.6,5.7,2.8,3.5
567,Education,Media,544108,8378292,4378147,5.4,3.1,5.4,9.5,4.8
568,Travel,GreenTech,161466,0,1211118,8.8,9.4,9.1,9.1,7.6
569,Entertainment,Cybersecurity,164158,4499368,2227218,5.8,6.2,2.4,3.5,9.7
570,Space,FashionTech,408587,6913328,1885592,5.8,1.6,3.3,4.9,9.1
571,Security,Cybersecurity,490248,570680,974238,3.4,3.2,4.2,7.1,8.8
572,Biotech,Property,428120,7695287,3268882,4.7,7.5,6.4,7.9,3.2
573,Space,FoodTech,491109,4450920,984529,1.9,3.4,7.2,6.5,7.9
574,Security,FoodTech,680976,3160503,4355858,1.7,8.9,5.5,8.3,6.1
575,Retail,SpaceTech,360301,4895791,4875340,9.6,5.2,2.5,4.6,1.7
576,Real Estate,SpaceTech,372272,0,3819501,10.0,1.9,8.5,8.5,1.0
577,Real Estate,GreenTech,581561,4879226,2728729,9.4,8.7,5.2,4.8,7.2
578,Technology,FoodTech,615183,8398754,4042223,1.7,1.6,2.8,4.2,5.5
579,Travel,AI,701044,8100860,3667439,9.8,4.1,4.5,6.6,9.2
580,Transportation,GreenTech,850682,2785610,3751984,9.7,8.7,7.7,5.2,2.3
581,Biotech,TravelTech,599329,1874258,2376280,7.1,1.1,4.7,9.9,6.2
582,Technology,SpaceTech,235736,3654612,1382407,1.2,7.5,5.2,6.1,8.0
583,Healthcare,Medical,126991,5246050,1115638,8.2,1.3,8.2,9.1,8.6
584,Environment,EdTech,195362,4480493,4087112,7.5,3.5,9.8,4.5,5.3
585,Energy,Media,357049,5027747,2256919,7.7,9.2,9.8,9.6,6.2
586,Healthcare,Medical,940815,5869645,1397932,6.1,4.0,6.9,2.7,1.6
587,Real Estate,FoodTech,130814,0,4713118,4.7,4.9,1.5,5.3,1.8
588,Space,Logistics,222148,0,2480652,1.3,7.9,5.6,0.2,0.9
589,Energy,Logistics,157284,4404990,4192101,6.4,4.3,8.2,3.0,3.0
590,Retail,TravelTech,131848,1525483,1560882,1.3,8.6,3.7,6.6,9.1
591,Security,E-commerce,956237,5949442,4473132,9.0,2.1,4.9,1.9,3.6
592,Biotech,E-commerce,577702,5669212,4244684,2.6,2.4,2.1,3.6,5.5
593,Technology,Medical,195086,0,4025661,6.5,2.7,5.9,9.3,1.3
594,Entertainment,Medical,239050,8501890,395113,9.6,6.8,8.8,1.6,8.1
595,Education,TravelTech,560381,9025994,4762637,6.6,6.1,6.3,8.7,3.1
596,Retail,Property,384334,6760374,2139665,7.4,7.2,6.7,2.3,4.2
597,Space,EnergyTech,477258,8828531,149789,6.5,5.2,1.6,9.2,6.4
598,Technology,Property,336330,0,3404731,3.6,8.2,2.8,4.9,4.4
599,Biotech,Media,813134,2484035,2515440,6.0,8.0,8.4,6.0,9.1
600,Retail,Medical,863603,7858427,3712060,3.3,5.5,8.5,0.7,1.0
601,Energy,Biotech,754838,4287975,2663065,6.9,6.1,5.0,1.0,0.1
602,Biotech,FoodTech,210465,4430536,2090159,8.2,2.1,3.1,6.7,1.5
603,Fashion,FinTech,298969,0,0,1.7,7.6,1.3,0.9,0.3
604,Finance,Medical,481112,2682021,355793,6.1,1.5,8.0,2.1,5.3
605,Retail,Media,411204,4904598,1882556,5.7,8.8,7.0,9.2,6.0
606,Fashion,Property,200610,3537094,2779476,3.3,2.3,3.8,8.8,5.5
607,Healthcare,FinTech,133295,3067430,2435670,2.0,2.3,1.6,5.0,7.0
608,Space,TravelTech,462499,3245091,3465254,2.7,7.6,9.5,8.8,1.1
609,Transportation,EdTech,824922,0,2000280,9.7,8.4,6.9,6.6,1.5
610,Environment,E-commerce,292311,2175140,2874527,6.2,8.9,6.0,2.9,4.0
611,Finance,FoodTech,653923,3007524,0,3.0,8.4,3.9,5.4,6.5
612,Entertainment,Media,850813,4470913,3615687,2.9,3.0,5.9,5.5,1.4
613,Entertainment,Media,657572,3331897,1494281,3.8,3.0,5.8,3.9,3.1
614,Healthcare,FinTech,698681,9556256,3245387,3.1,9.1,2.7,0.0,0.1
615,Security,FashionTech,568652,957653,0,7.0,8.9,6.2,4.7,7.1
616,Energy,EdTech,487445,4328143,1661340,5.3,5.3,7.7,5.4,1.6
617,Education,FoodTech,583918,7006647,1303966,6.2,6.3,9.7,2.8,9.6
618,Education,AI,479558,0,0,4.7,9.8,5.0,6.5,9.2
619,Travel,FinTech,907339,9257758,0,2.9,9.0,5.8,9.7,1.8
620,Energy,FoodTech,814470,4881272,4029661,3.1,6.5,2.2,1.6,6.5
621,Technology,FinTech,197974,939805,2121876,9.6,6.0,6.5,6.2,6.8
622,Education,FinTech,302157,611534,265117,5.4,2.9,8.8,2.5,7.8
623,Food,Medical,670425,1401866,3529301,1.6,4.9,1.5,5.1,9.8
624,Education,EnergyTech,688311,0,411132,4.1,4.1,4.5,10.0,8.1
625,Security,EnergyTech,172609,0,2018623,9.9,3.5,7.1,5.0,2.0
626,Real Estate,Medical,292674,7498050,1717528,8.9,1.9,6.0,7.6,9.3
627,Transportation,FinTech,303797,0,3842447,2.0,6.0,6.8,0.2,0.2
628,Space,Property,903072,2765546,816068,9.2,7.6,2.1,0.6,0.7
629,Entertainment,Logistics,525955,9281604,0,6.9,9.0,8.4,4.6,6.0
630,Finance,Cybersecurity,256500,4894707,0,3.1,7.9,3.7,7.7,1.9
631,Education,AI,891868,556835,4739520,2.8,9.3,6.5,6.3,1.8
632,Education,AI,390967,6151957,4309955,1.8,7.8,3.2,4.3,6.1
633,Real Estate,TravelTech,254203,0,1145007,5.4,8.6,5.8,3.0,1.8
634,Food,TravelTech,458307,0,4117280,9.1,4.9,3.9,8.0,3.8
635,Environment,AI,950849,0,2645489,5.2,6.0,5.2,2.5,3.4
636,Biotech,SpaceTech,436370,7059358,362733,8.4,2.2,7.6,2.7,5.1
637,Retail,FashionTech,422126,5817626,1318789,9.2,1.9,1.3,7.7,9.5
638,Education,AI,346982,3772923,3774092,8.4,2.7,7.1,8.1,6.2
639,Environment,E-commerce,461419,8332735,3641218,9.0,10.0,6.9,6.8,7.5
640,Biotech,GreenTech,524803,1737920,4481049,1.6,1.6,7.7,4.5,4.7
641,Energy,SpaceTech,928081,7008791,4936890,1.7,2.7,5.5,3.0,1.1
642,Fashion,FashionTech,127254,7392825,0,3.6,7.0,9.0,5.2,2.1
643,Energy,Cybersecurity,215223,4783082,4649797,8.8,2.0,9.5,1.0,0.3
644,Real Estate,TravelTech,622318,0,2822078,8.6,4.9,9.8,8.8,6.4
645,Energy,Biotech,326310,1356600,549700,4.0,1.6,6.3,1.0,8.3
646,Security,FinTech,785538,863988,4654393,1.4,1.7,8.6,5.3,7.6
647,Healthcare,Logistics,959800,7796146,4130571,4.8,8.2,8.6,7.1,2.8
648,Transportation,Logistics,739952,0,982828,6.2,5.8,5.5,2.4,9.2
649,Security,FashionTech,806307,5560784,3540884,5.8,6.9,7.8,2.3,7.7
650,Healthcare,EnergyTech,865791,0,4918567,6.5,6.2,8.8,7.2,7.8
651,Entertainment,TravelTech,856023,8234188,4522073,2.8,3.3,6.0,4.8,6.4
652,Space,EdTech,152795,6835034,0,1.5,1.0,4.9,1.1,6.2
653,Fashion,Property,131587,3213053,3742894,2.2,8.4,5.8,0.6,0.8
654,Security,TravelTech,877479,0,3468877,5.8,7.3,1.5,5.1,3.7
655,Fashion,EnergyTech,605239,2000179,243587,7.5,7.4,8.2,4.4,9.7
656,Security,EdTech,379560,7678536,3380398,6.7,9.5,8.7,9.2,5.3
657,Biotech,E-commerce,530509,7801140,4307986,2.6,3.1,5.6,4.3,8.2
658,Environment,Medical,611737,764052,3406148,3.3,8.4,1.1,8.1,1.0
659,Education,AI,290111,5443115,172388,9.1,7.2,6.4,1.5,5.3
660,Energy,GreenTech,792246,4006933,392709,3.4,4.0,9.7,6.0,7.7
661,Transportation,Property,405100,4646775,1094860,1.1,5.5,2.7,5.3,7.0
662,Education,Media,671705,3722189,0,2.6,7.0,9.2,4.9,8.3
663,Real Estate,FinTech,865534,0,0,8.9,7.0,1.6,8.4,5.7
664,Technology,FinTech,433236,2958691,4860823,6.2,4.8,5.1,1.2,7.4
665,Security,FashionTech,335622,1146525,0,7.7,3.8,8.2,6.7,1.8
